locus_tag	ftype	length_bp	gene	EC_number	COG	product
IKELMNLG_05090	CDS	2601	btuD_18	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IKELMNLG_05091	CDS	900				hypothetical protein
IKELMNLG_05092	CDS	1599				hypothetical protein
IKELMNLG_05093	CDS	1929		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
IKELMNLG_05094	CDS	402	rdlB			Rodlin protein RdlB
IKELMNLG_05095	CDS	396	rdlA			Rodlin protein RdlA
IKELMNLG_05096	CDS	288				hypothetical protein
IKELMNLG_05097	CDS	759	chpA			Chaplin-A
IKELMNLG_05098	CDS	1299				hypothetical protein
IKELMNLG_05099	CDS	1188				hypothetical protein
IKELMNLG_05100	CDS	1149				hypothetical protein
IKELMNLG_05101	CDS	720				hypothetical protein
IKELMNLG_05102	CDS	1203	mshA_6	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IKELMNLG_05103	CDS	786				hypothetical protein
IKELMNLG_05104	CDS	1941	murJ_2			lipid II flippase MurJ
IKELMNLG_05105	CDS	1317				hypothetical protein
IKELMNLG_05106	CDS	1455				hypothetical protein
IKELMNLG_05107	CDS	1311	mshA_7	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IKELMNLG_05108	CDS	240	chpF			Chaplin-F
IKELMNLG_05109	CDS	735				hypothetical protein
IKELMNLG_05110	CDS	303				hypothetical protein
IKELMNLG_05111	CDS	516				hypothetical protein
IKELMNLG_05112	CDS	570				hypothetical protein
IKELMNLG_05113	CDS	867	melC2	1.14.18.1		Tyrosinase
IKELMNLG_05114	CDS	273	chpG			Chaplin-G
IKELMNLG_05115	CDS	579				hypothetical protein
IKELMNLG_05116	CDS	993		1.17.1.9		Formate dehydrogenase, mitochondrial
IKELMNLG_05117	CDS	771	egtB_1	1.14.99.50		Hercynine oxygenase
IKELMNLG_05118	CDS	543				hypothetical protein
IKELMNLG_05119	CDS	1002	asnO	1.14.11.39		L-asparagine oxygenase
IKELMNLG_05120	CDS	1881				hypothetical protein
IKELMNLG_05121	CDS	1158				hypothetical protein
IKELMNLG_05122	CDS	1365				hypothetical protein
IKELMNLG_05123	CDS	1128				hypothetical protein
IKELMNLG_05124	CDS	1218	ribD		COG0117	Riboflavin biosynthesis protein RibD
IKELMNLG_05125	CDS	645	ribA	3.5.4.25		GTP cyclohydrolase-2
IKELMNLG_05126	CDS	162				hypothetical protein
IKELMNLG_05127	CDS	1053				hypothetical protein
IKELMNLG_05128	tRNA	75				tRNA-Arg(tct)
IKELMNLG_05129	CDS	1647				hypothetical protein
IKELMNLG_05130	CDS	2481				hypothetical protein
IKELMNLG_05131	CDS	627				Single-stranded DNA-binding protein
IKELMNLG_05132	CDS	1413				hypothetical protein
IKELMNLG_05133	CDS	2247				hypothetical protein
IKELMNLG_05134	CDS	588				hypothetical protein
IKELMNLG_05135	CDS	375				hypothetical protein
IKELMNLG_05136	CDS	477				hypothetical protein
IKELMNLG_05137	CDS	1665	ettA_3		COG0488	Energy-dependent translational throttle protein EttA
IKELMNLG_05138	CDS	372				hypothetical protein
IKELMNLG_05139	CDS	723				hypothetical protein
IKELMNLG_05140	CDS	960	btuD_19	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IKELMNLG_05141	CDS	2733				hypothetical protein
IKELMNLG_05142	CDS	3321				hypothetical protein
IKELMNLG_05143	CDS	414	glbO		COG2346	Group 2 truncated hemoglobin GlbO
IKELMNLG_05144	CDS	975	pcm_3	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
IKELMNLG_05145	CDS	1815				hypothetical protein
IKELMNLG_05146	CDS	1359				hypothetical protein
IKELMNLG_05147	CDS	1449				hypothetical protein
IKELMNLG_05148	CDS	2712	pknD_20	2.7.11.1		Serine/threonine-protein kinase PknD
IKELMNLG_05149	CDS	1335				hypothetical protein
IKELMNLG_05150	CDS	1077				hypothetical protein
IKELMNLG_05151	CDS	1365				hypothetical protein
IKELMNLG_05152	CDS	972	murK_3	2.7.1.-	COG2971	N-acetylmuramic acid/N-acetylglucosamine kinase
IKELMNLG_05153	CDS	1266	licH_2	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
IKELMNLG_05154	CDS	912	araQ_6		COG0395	L-arabinose transport system permease protein AraQ
IKELMNLG_05155	CDS	945	lacF_4			Lactose transport system permease protein LacF
IKELMNLG_05156	CDS	1338				hypothetical protein
IKELMNLG_05157	CDS	1218	nagC_4		COG1940	N-acetylglucosamine repressor
IKELMNLG_05158	CDS	1128				hypothetical protein
IKELMNLG_05159	CDS	537				hypothetical protein
IKELMNLG_05160	CDS	579				hypothetical protein
IKELMNLG_05161	CDS	666	tam_6	2.1.1.144		Trans-aconitate 2-methyltransferase
IKELMNLG_05162	CDS	435	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
IKELMNLG_05163	CDS	738		1.1.1.119	COG1028	Glucose 1-dehydrogenase
IKELMNLG_05164	CDS	312				hypothetical protein
IKELMNLG_05165	CDS	2136	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
IKELMNLG_05166	CDS	288				hypothetical protein
IKELMNLG_05167	CDS	519				hypothetical protein
IKELMNLG_05168	CDS	963				hypothetical protein
IKELMNLG_05169	CDS	957				hypothetical protein
IKELMNLG_05170	CDS	903	gltC_5			HTH-type transcriptional regulator GltC
IKELMNLG_05171	CDS	2574	pepN_2	3.4.11.2		Aminopeptidase N
IKELMNLG_05172	CDS	477				hypothetical protein
IKELMNLG_05173	CDS	1188				hypothetical protein
IKELMNLG_05174	CDS	1023	asd_2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
IKELMNLG_05175	CDS	537				hypothetical protein
IKELMNLG_05176	CDS	750				hypothetical protein
IKELMNLG_05177	CDS	3297				hypothetical protein
IKELMNLG_05178	CDS	1071				hypothetical protein
IKELMNLG_05179	CDS	2574	pepN_3	3.4.11.2		Aminopeptidase N
IKELMNLG_05180	CDS	639				Thioredoxin-like reductase
IKELMNLG_05181	CDS	642	sodF1_1	1.15.1.1	COG0605	Superoxide dismutase [Fe-Zn] 1
IKELMNLG_05182	CDS	957				IS481 family transposase IS1649
IKELMNLG_05183	CDS	1386	gabP_1		COG1113	GABA permease
IKELMNLG_05184	CDS	582				hypothetical protein
IKELMNLG_05185	CDS	1446	gabP_2		COG1113	GABA permease
IKELMNLG_05186	CDS	486	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
IKELMNLG_05187	CDS	843	nei1	3.2.2.-	COG0266	Endonuclease 8 1
IKELMNLG_05188	CDS	1293	eis_2	2.3.1.-	COG4552	N-acetyltransferase Eis
IKELMNLG_05189	CDS	1188				hypothetical protein
IKELMNLG_05190	CDS	486				hypothetical protein
IKELMNLG_05191	CDS	1170				hypothetical protein
IKELMNLG_05192	CDS	195				hypothetical protein
IKELMNLG_05193	tRNA	73				tRNA-Gly(tcc)
IKELMNLG_05194	tRNA	77				tRNA-Pro(tgg)
IKELMNLG_05195	CDS	1407	tig	5.2.1.8	COG0544	Trigger factor
IKELMNLG_05196	CDS	618	clpP1_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 1
IKELMNLG_05197	CDS	711	clpP2_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 2
IKELMNLG_05198	CDS	1287	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
IKELMNLG_05199	CDS	1008				hypothetical protein
IKELMNLG_05200	CDS	2625	valS	6.1.1.9	COG0525	Valine--tRNA ligase
IKELMNLG_05201	CDS	1524	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
IKELMNLG_05202	CDS	357				hypothetical protein
IKELMNLG_05203	CDS	414	ndkA	2.7.4.6	COG0105	Nucleoside diphosphate kinase
IKELMNLG_05204	CDS	1020	mreB_2		COG1077	Cell shape-determining protein MreB
IKELMNLG_05205	CDS	1026				hypothetical protein
IKELMNLG_05206	CDS	672				hypothetical protein
IKELMNLG_05207	CDS	2310	mrdA_4	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
IKELMNLG_05208	CDS	1197	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
IKELMNLG_05209	CDS	1950				hypothetical protein
IKELMNLG_05210	CDS	711				hypothetical protein
IKELMNLG_05211	CDS	363				hypothetical protein
IKELMNLG_05212	CDS	1557				hypothetical protein
IKELMNLG_05213	CDS	159				hypothetical protein
IKELMNLG_05214	CDS	186				hypothetical protein
IKELMNLG_05215	CDS	2124				hypothetical protein
IKELMNLG_05216	CDS	1077				hypothetical protein
IKELMNLG_05217	CDS	777				hypothetical protein
IKELMNLG_05218	CDS	4023	rne	3.1.26.12		Ribonuclease E
IKELMNLG_05219	CDS	1062				hypothetical protein
IKELMNLG_05220	CDS	381				hypothetical protein
IKELMNLG_05221	CDS	255	rpmA		COG0211	50S ribosomal protein L27
IKELMNLG_05222	CDS	1437	obg	3.6.5.-	COG0536	GTPase Obg
IKELMNLG_05223	CDS	1809	cpsY_4	2.7.-.-		Exopolysaccharide phosphotransferase CpsY
IKELMNLG_05224	CDS	990				hypothetical protein
IKELMNLG_05225	CDS	2829	gtfA	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
IKELMNLG_05226	CDS	1731				hypothetical protein
IKELMNLG_05227	CDS	3594				hypothetical protein
IKELMNLG_05228	CDS	2232	tagF_3	2.7.8.12	COG1887	Teichoic acid poly(glycerol phosphate) polymerase
IKELMNLG_05229	CDS	2133				hypothetical protein
IKELMNLG_05230	CDS	951				hypothetical protein
IKELMNLG_05231	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
IKELMNLG_05232	CDS	531				hypothetical protein
IKELMNLG_05233	CDS	1287	proA_2	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
IKELMNLG_05234	CDS	570				hypothetical protein
IKELMNLG_05235	CDS	1071				hypothetical protein
IKELMNLG_05236	CDS	1209	htpX_2	3.4.24.-		Protease HtpX
IKELMNLG_05237	CDS	162				hypothetical protein
IKELMNLG_05238	CDS	168				hypothetical protein
IKELMNLG_05239	CDS	717	nadD	2.7.7.18		nicotinate-nucleotide adenylyltransferase
IKELMNLG_05240	CDS	1779				hypothetical protein
IKELMNLG_05241	CDS	447	rsfS			Ribosomal silencing factor RsfS
IKELMNLG_05242	CDS	672	gpgP	3.1.3.85	COG0406	Glucosyl-3-phosphoglycerate phosphatase
IKELMNLG_05243	tRNA	74				tRNA-Ala(ggc)
IKELMNLG_05244	CDS	174				hypothetical protein
IKELMNLG_05245	CDS	234				hypothetical protein
IKELMNLG_05246	tRNA	74				tRNA-Ala(ggc)
IKELMNLG_05247	CDS	1611				hypothetical protein
IKELMNLG_05248	CDS	1287				hypothetical protein
IKELMNLG_05249	CDS	2901	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
IKELMNLG_05250	CDS	777				hypothetical protein
IKELMNLG_05251	CDS	846	degV		COG1307	Protein DegV
IKELMNLG_05252	CDS	1068				hypothetical protein
IKELMNLG_05253	CDS	2568				hypothetical protein
IKELMNLG_05254	CDS	882	yceI_4			Protein YceI
IKELMNLG_05255	CDS	255				hypothetical protein
IKELMNLG_05256	CDS	1002				hypothetical protein
IKELMNLG_05257	CDS	267	rpsT		COG0268	30S ribosomal protein S20
IKELMNLG_05258	CDS	1869	lepA	3.6.5.-	COG0481	Elongation factor 4
IKELMNLG_05259	CDS	1878		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
IKELMNLG_05260	CDS	2379				hypothetical protein
IKELMNLG_05261	CDS	1233	hemW		COG0635	Heme chaperone HemW
IKELMNLG_05262	CDS	591				hypothetical protein
IKELMNLG_05263	CDS	825				hypothetical protein
IKELMNLG_05264	CDS	744				hypothetical protein
IKELMNLG_05265	CDS	1017	hrcA		COG1420	Heat-inducible transcription repressor HrcA
IKELMNLG_05266	CDS	1137	dnaJ2		COG0484	Chaperone protein DnaJ 2
IKELMNLG_05267	CDS	1095	nmoA	1.13.12.-	COG2070	Nitronate monooxygenase
IKELMNLG_05268	CDS	750	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
IKELMNLG_05269	CDS	378				hypothetical protein
IKELMNLG_05270	CDS	489				hypothetical protein
IKELMNLG_05271	CDS	3204	tri1_3	3.4.21.-	COG0793	Tricorn protease 
IKELMNLG_05272	CDS	354	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
IKELMNLG_05273	CDS	906	rnz	3.1.26.11	COG1234	Ribonuclease Z
IKELMNLG_05274	CDS	1023		3.5.4.2	COG1816	Adenine deaminase
IKELMNLG_05275	CDS	1350				hypothetical protein
IKELMNLG_05276	CDS	798	iclR_2		COG1414	Transcriptional repressor IclR
IKELMNLG_05277	CDS	975		4.2.1.41	COG0329	putative 5-dehydro-4-deoxyglucarate dehydratase
IKELMNLG_05278	CDS	1296	gudD	4.2.1.40	COG4948	Glucarate dehydratase
IKELMNLG_05279	CDS	1392	ttuB_1			Putative tartrate transporter
IKELMNLG_05280	CDS	1191	RBKS	2.7.1.15		Ribokinase
IKELMNLG_05281	CDS	963	era		COG1159	GTPase Era
IKELMNLG_05282	CDS	357				hypothetical protein
IKELMNLG_05283	CDS	894				hypothetical protein
IKELMNLG_05284	CDS	1494	ribZ			Riboflavin transporter RibZ
IKELMNLG_05285	CDS	375	yjbR		COG2315	putative protein YjbR
IKELMNLG_05286	CDS	1305				hypothetical protein
IKELMNLG_05287	CDS	498	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
IKELMNLG_05288	CDS	1080			COG1702	PhoH-like protein
IKELMNLG_05289	CDS	1347	bglA_3	3.2.1.21	COG2723	Beta-glucosidase A
IKELMNLG_05290	CDS	267				hypothetical protein
IKELMNLG_05291	CDS	1071	prtS	3.4.24.-		Protease PrtS
IKELMNLG_05292	CDS	1722	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
IKELMNLG_05293	CDS	696				hypothetical protein
IKELMNLG_05294	CDS	555	mshD_5	2.3.1.189		Mycothiol acetyltransferase
IKELMNLG_05295	CDS	753				hypothetical protein
IKELMNLG_05296	CDS	1845				hypothetical protein
IKELMNLG_05297	CDS	918				hypothetical protein
IKELMNLG_05298	CDS	966				hypothetical protein
IKELMNLG_05299	CDS	981				hypothetical protein
IKELMNLG_05300	CDS	1134				hypothetical protein
IKELMNLG_05301	CDS	2079	apeX_3		COG2409	Apo-petrobactin exporter
IKELMNLG_05302	CDS	1353				hypothetical protein
IKELMNLG_05303	CDS	696	vraR_3			Response regulator protein VraR
IKELMNLG_05304	CDS	1500	tap_4	3.4.14.-		Tripeptidyl aminopeptidase
IKELMNLG_05305	CDS	540				hypothetical protein
IKELMNLG_05306	CDS	291				hypothetical protein
IKELMNLG_05307	CDS	834				hypothetical protein
IKELMNLG_05308	CDS	207				hypothetical protein
IKELMNLG_05309	CDS	222				hypothetical protein
IKELMNLG_05310	CDS	756	recO			DNA repair protein RecO
IKELMNLG_05311	CDS	834		2.5.1.88	COG0020	Trans,polycis-polyprenyl diphosphate synthase ((2Z,6E)-farnesyl diphosphate specific)
IKELMNLG_05312	CDS	420	zur		COG0735	Zinc uptake regulation protein
IKELMNLG_05313	CDS	903	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
IKELMNLG_05314	CDS	771	mntB_1		COG1121	Manganese transport system ATP-binding protein MntB
IKELMNLG_05315	CDS	996	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
IKELMNLG_05316	CDS	1383	glyQS	6.1.1.14	COG0423	Glycine--tRNA ligase
IKELMNLG_05317	CDS	1077	chiD	3.2.1.14		Chitinase D
IKELMNLG_05318	CDS	1434	stp_6			Multidrug resistance protein Stp
IKELMNLG_05319	CDS	897				hypothetical protein
IKELMNLG_05320	CDS	849				hypothetical protein
IKELMNLG_05321	CDS	4419	kdpB_2	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit
IKELMNLG_05322	CDS	1446	stp_7			Multidrug resistance protein Stp
IKELMNLG_05323	CDS	1221	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
IKELMNLG_05324	CDS	441				hypothetical protein
IKELMNLG_05325	CDS	1779				hypothetical protein
IKELMNLG_05326	CDS	2730	ppdK_1	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
IKELMNLG_05327	CDS	1209				hypothetical protein
IKELMNLG_05328	CDS	474				hypothetical protein
IKELMNLG_05329	CDS	933				hypothetical protein
IKELMNLG_05330	CDS	768	ycdF_3	1.1.1.47	COG1028	Glucose 1-dehydrogenase 2
IKELMNLG_05331	CDS	585	comR_4			HTH-type transcriptional repressor ComR
IKELMNLG_05332	CDS	402				hypothetical protein
IKELMNLG_05333	CDS	2616	nasD_1	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
IKELMNLG_05334	CDS	1233	nasD_2	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
IKELMNLG_05335	CDS	783	yfcA_2		COG0730	putative membrane transporter protein YfcA
IKELMNLG_05336	CDS	1314				hypothetical protein
IKELMNLG_05337	CDS	711				hypothetical protein
IKELMNLG_05338	CDS	936				hypothetical protein
IKELMNLG_05339	CDS	423	yybR_3		COG1733	putative HTH-type transcriptional regulator YybR
IKELMNLG_05340	CDS	633				hypothetical protein
IKELMNLG_05341	CDS	543				hypothetical protein
IKELMNLG_05342	CDS	633				hypothetical protein
IKELMNLG_05343	CDS	768	fabG_7	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IKELMNLG_05344	CDS	744	fabG2	1.-.-.-		putative oxidoreductase
IKELMNLG_05345	CDS	930				hypothetical protein
IKELMNLG_05346	CDS	1644		3.4.-.-		Transglutaminase-activating metalloprotease
IKELMNLG_05347	CDS	2460	napA_3	1.9.6.1		Periplasmic nitrate reductase
IKELMNLG_05348	CDS	687				hypothetical protein
IKELMNLG_05349	CDS	840	sirB	4.99.1.4	COG2138	Sirohydrochlorin ferrochelatase
IKELMNLG_05350	CDS	1275	dgt		COG0232	Deoxyguanosinetriphosphate triphosphohydrolase-like protein
IKELMNLG_05351	CDS	1266	camA	1.18.1.5		Putidaredoxin reductase CamA
IKELMNLG_05352	CDS	1926	dnaG	2.7.7.-	COG0358	DNA primase
IKELMNLG_05353	CDS	1002				hypothetical protein
IKELMNLG_05354	CDS	639				hypothetical protein
IKELMNLG_05355	CDS	1098	hrdA		COG0568	RNA polymerase principal sigma factor HrdA
IKELMNLG_05356	CDS	1929		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
IKELMNLG_05357	CDS	1734			COG1132	putative ABC transporter ATP-binding protein
IKELMNLG_05358	CDS	1449	xylB_2	2.7.1.17		Xylulose kinase
IKELMNLG_05359	CDS	306				hypothetical protein
IKELMNLG_05360	tRNA	74				tRNA-Asn(gtt)
IKELMNLG_05361	tRNA	74				tRNA-Asn(gtt)
IKELMNLG_05362	tRNA	75				tRNA-Met(cat)
IKELMNLG_05363	CDS	429				hypothetical protein
IKELMNLG_05364	CDS	465				hypothetical protein
IKELMNLG_05365	CDS	519				hypothetical protein
IKELMNLG_05366	CDS	396				hypothetical protein
IKELMNLG_05367	CDS	441				hypothetical protein
IKELMNLG_05368	CDS	1596	speE_4	2.5.1.16		Polyamine aminopropyltransferase
IKELMNLG_05369	CDS	2232	mmpL3_2		COG2409	Trehalose monomycolate exporter MmpL3
IKELMNLG_05370	CDS	156				hypothetical protein
IKELMNLG_05371	CDS	1428	devS_1	2.7.13.3	COG2203	Oxygen sensor histidine kinase response regulator DevS/DosS
IKELMNLG_05372	CDS	1083	mreB_3		COG1077	Cell shape-determining protein MreB
IKELMNLG_05373	CDS	4050				hypothetical protein
IKELMNLG_05374	CDS	1023				hypothetical protein
IKELMNLG_05375	CDS	1665				hypothetical protein
IKELMNLG_05376	CDS	462				hypothetical protein
IKELMNLG_05377	CDS	3663				hypothetical protein
IKELMNLG_05378	CDS	1377	accD3	6.4.1.2	COG0777	Putative acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
IKELMNLG_05379	CDS	1458	lcfB_5	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
IKELMNLG_05380	CDS	1398				hypothetical protein
IKELMNLG_05381	CDS	708	lutR_2		COG2186	HTH-type transcriptional regulator LutR
IKELMNLG_05382	CDS	603				hypothetical protein
IKELMNLG_05383	CDS	774	kdgR		COG1414	Transcriptional regulator KdgR
IKELMNLG_05384	CDS	861		3.1.1.99		6-deoxy-6-sulfogluconolactonase
IKELMNLG_05385	CDS	1407		1.14.13.-		Putative epoxidase LasC
IKELMNLG_05386	CDS	1212				hypothetical protein
IKELMNLG_05387	CDS	1185				hypothetical protein
IKELMNLG_05388	CDS	528				hypothetical protein
IKELMNLG_05389	CDS	1371				hypothetical protein
IKELMNLG_05390	CDS	942	lacF_5			Lactose transport system permease protein LacF
IKELMNLG_05391	CDS	864	araQ_7		COG0395	L-arabinose transport system permease protein AraQ
IKELMNLG_05392	CDS	1506	abfA	3.2.1.55		Intracellular exo-alpha-(1->5)-L-arabinofuranosidase
IKELMNLG_05393	CDS	2802				hypothetical protein
IKELMNLG_05394	CDS	657				hypothetical protein
IKELMNLG_05395	CDS	1569				hypothetical protein
IKELMNLG_05396	CDS	969	abnA	3.2.1.99	COG3507	Extracellular endo-alpha-(1->5)-L-arabinanase 1
IKELMNLG_05397	CDS	1212				hypothetical protein
IKELMNLG_05398	CDS	942				hypothetical protein
IKELMNLG_05399	CDS	1602				hypothetical protein
IKELMNLG_05400	CDS	633				hypothetical protein
IKELMNLG_05401	CDS	1011	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
IKELMNLG_05402	CDS	765	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
IKELMNLG_05403	CDS	807				hypothetical protein
IKELMNLG_05404	CDS	1257				hypothetical protein
IKELMNLG_05405	CDS	1065				hypothetical protein
IKELMNLG_05406	CDS	1056				hypothetical protein
IKELMNLG_05407	CDS	1014				hypothetical protein
IKELMNLG_05408	CDS	1242				hypothetical protein
IKELMNLG_05409	CDS	1302				hypothetical protein
IKELMNLG_05410	CDS	513				hypothetical protein
IKELMNLG_05411	CDS	660				hypothetical protein
IKELMNLG_05412	CDS	579				hypothetical protein
IKELMNLG_05413	CDS	762				hypothetical protein
IKELMNLG_05414	CDS	1266				hypothetical protein
IKELMNLG_05415	CDS	1626	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
IKELMNLG_05416	CDS	1149	mro_1	5.1.3.3	COG2017	Aldose 1-epimerase
IKELMNLG_05417	CDS	1245	xylH_2		COG4214	Xylose transport system permease protein XylH
IKELMNLG_05418	CDS	1578	xylG	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
IKELMNLG_05419	CDS	1110	sbpA			Multiple sugar-binding periplasmic protein SbpA
IKELMNLG_05420	CDS	972				hypothetical protein
IKELMNLG_05421	CDS	1017	neoA	1.1.1.329		2-deoxy-scyllo-inosamine dehydrogenase
IKELMNLG_05422	CDS	1167	dgoD_2	4.2.1.6	COG4948	D-galactonate dehydratase
IKELMNLG_05423	CDS	750				hypothetical protein
IKELMNLG_05424	CDS	882				hypothetical protein
IKELMNLG_05425	CDS	456	nicR		COG1846	HTH-type transcriptional repressor NicR
IKELMNLG_05426	CDS	1023	yfmJ	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
IKELMNLG_05427	CDS	420	ohrB_3		COG1764	Organic hydroperoxide resistance protein OhrB
IKELMNLG_05428	CDS	825	cysZ		COG2981	Sulfate transporter CysZ
IKELMNLG_05429	CDS	1254				putative protein
IKELMNLG_05430	CDS	972	mro_2	5.1.3.3	COG2017	Aldose 1-epimerase
IKELMNLG_05431	CDS	918				hypothetical protein
IKELMNLG_05432	CDS	495				hypothetical protein
IKELMNLG_05433	CDS	1290	fabF_2	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
IKELMNLG_05434	CDS	249	acpM		COG0236	Meromycolate extension acyl carrier protein
IKELMNLG_05435	CDS	1032	fabH_3	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
IKELMNLG_05436	CDS	951	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
IKELMNLG_05437	CDS	1206			COG2508	putative protein
IKELMNLG_05438	CDS	657		1.13.11.24	COG1741	Putative quercetin 2,3-dioxygenase
IKELMNLG_05439	CDS	420				hypothetical protein
IKELMNLG_05440	CDS	4638				hypothetical protein
IKELMNLG_05441	CDS	198				hypothetical protein
IKELMNLG_05442	CDS	837				hypothetical protein
IKELMNLG_05443	CDS	822	yfeW_3	3.4.16.4		Putative D-alanyl-D-alanine carboxypeptidase
IKELMNLG_05444	CDS	468				hypothetical protein
IKELMNLG_05445	CDS	510				hypothetical protein
IKELMNLG_05446	CDS	1017	iolS_4	1.1.1.-	COG0667	Aldo-keto reductase IolS
IKELMNLG_05447	CDS	897				hypothetical protein
IKELMNLG_05448	CDS	1221				hypothetical protein
IKELMNLG_05449	CDS	684				hypothetical protein
IKELMNLG_05450	CDS	1611	stp_8			Multidrug resistance protein Stp
IKELMNLG_05451	CDS	306				hypothetical protein
IKELMNLG_05452	CDS	2757	aceE_2	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
